訂單編號,日期,門市,城市,產品,類別,單價,數量,金額,付款方式,會員編號
ORD-21699,2026-05-09,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,M0103
ORD-25620,2026-06-22,公館店,臺北,冷萃咖啡,咖啡,140,1,140,現金,M0053
ORD-18738,2026-04-06,板橋車站店,新北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-11073,2026-01-12,公館店,台北,肉桂捲,甜點,85,3,255,行動支付,
ORD-22110,2026-05-14,信義旗艦店,臺北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-25905,2026-06-25,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-13421,2026-02-07,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,M0015
ORD-24485,2026-06-09,竹北高鐵店,新竹,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-13324,2026-02-06,公館店,台北,美式咖啡,咖啡,75,1,75,信用卡,M0179
ORD-22158,2026-05-14,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,現金,
ORD-15830,2026-03-06,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,LINE Pay,M0360
ORD-26064,2026-06-27,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,
ORD-20148,2026-04-22,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0449
ORD-19073,2026-04-10,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,行動支付,M0422
ORD-17821,2026-03-27,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,
ORD-17489,2026-03-24,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,M0428
ORD-23478,2026-05-29,板橋車站店,新北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-20393,2026-04-25,信義旗艦店,台北,肉桂捲,甜點,85,2,170,現金,M0098
ORD-13161,2026-02-04,公館店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-26154,2026-06-28,公館店,臺北,拿鐵,咖啡,110,1,110,信用卡,M0195
ORD-13689,2026-02-10,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,行動支付,M0173
ORD-12618,2026-01-29,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,現金,M0119
ORD-10119,2026-01-02,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,M0400
ORD-12339,2026-01-26,板橋車站店,新北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-18143,2026-03-31,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,M0174
ORD-22167,2026-05-14,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,現金,
ORD-14979,2026-02-24,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,1,130,現金,M0281
ORD-23857,2026-06-02,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,行動支付,M0254
ORD-17410,2026-03-23,公館店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,
ORD-13089,2026-02-03,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,M0067
ORD-14669,2026-02-21,信義旗艦店,台北,可頌,甜點,65,2,130,信用卡,M0183
ORD-10450,2026-01-05,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,
ORD-25424,2026-06-20,公館店,台北,拿鐵,咖啡,110,1,110,信用卡,M0314
ORD-24574,2026-06-10,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,M0145
ORD-18400,2026-04-02,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,
ORD-21068,2026-05-02,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,2,190,LINE Pay,
ORD-11196,2026-01-13,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,3,390,行動支付,M0224
ORD-14064,2026-02-14,板橋車站店,新北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-25679,2026-06-23,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,2,240,行動支付,
ORD-18536,2026-04-04,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,行動支付,M0137
ORD-18709,2026-04-06,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,行動支付,
ORD-17426,2026-03-23,竹北高鐵店,新竹,卡布奇諾,咖啡,110,2,220,LINE Pay,M0224
ORD-11816,2026-01-20,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,M0201
ORD-20460,2026-04-25,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,M0294
ORD-20665,2026-04-27,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,M0335
ORD-13739,2026-02-10,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,
ORD-12240,2026-01-25,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,現金,
ORD-21492,2026-05-07,公館店,台北,可頌,甜點,65,2,130,信用卡,M0140
ORD-17444,2026-03-23,台中西屯店,台中,可頌,甜點,65,2,130,現金,
ORD-11275,2026-01-14,台中西屯店,台中,美式咖啡,咖啡,75,1,75,行動支付,
ORD-16934,2026-03-18,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-19808,2026-04-18,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,行動支付,M0153
ORD-12980,2026-02-02,公館店,臺北,抹茶拿鐵,非咖啡飲品,120,2,240,信用卡,
ORD-16065,2026-03-08,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,3,390,信用卡,M0158
ORD-22489,2026-05-18,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,2,260,現金,
ORD-10506,2026-01-06,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0433
ORD-19227,2026-04-11,高雄夢時代店,高雄,肉桂捲,甜點,85,2,170,信用卡,M0409
ORD-18699,2026-04-05,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,LINE Pay,M0347
ORD-14802,2026-02-22,板橋車站店,新北,美式咖啡,咖啡,75,1,75,信用卡,M0474
ORD-19079,2026-04-10,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,LINE Pay,M0233
ORD-14407,2026-02-17,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,信用卡,M0004
ORD-14623,2026-02-20,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-15304,2026-02-28,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,
ORD-25325,2026-06-19,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-13841,2026-02-11,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,行動支付,
ORD-13378,2026-02-06,高雄夢時代店,高雄,美式咖啡,咖啡,75,3,225,LINE Pay,
ORD-23487,2026-05-29,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-19575,2026-04-16,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,M0414
ORD-13555,2026-02-08,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,2,240,信用卡,M0474
ORD-22828,2026-05-22,信義旗艦店,台北,可頌,甜點,65,1,65,信用卡,
ORD-10766,2026-01-09,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,M0369
ORD-15467,2026-03-01,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,行動支付,
ORD-11670,2026-01-19,信義旗艦店,台北,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-26308,2026-06-30,信義旗艦店,臺北,可頌,甜點,65,2,130,行動支付,
ORD-22934,2026-05-23,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,
ORD-26022,2026-06-27,信義旗艦店,台北,肉桂捲,甜點,85,2,170,行動支付,M0294
ORD-12103,2026-01-24,公館店,台北,卡布奇諾,咖啡,110,2,220,LINE Pay,
ORD-19163,2026-04-11,公館店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-23492,2026-05-29,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,信用卡,M0220
ORD-21422,2026-05-06,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,
ORD-23894,2026-06-03,信義旗艦店,台北,美式咖啡,咖啡,75,3,225,信用卡,
ORD-21092,2026-05-02,台中西屯店,台中,蜂蜜柚子茶,非咖啡飲品,95,1,95,,
ORD-12299,2026-01-26,信義旗艦店,台北,拿鐵,咖啡,110,3,330,行動支付,
ORD-12565,2026-01-29,信義旗艦店,臺北,美式咖啡,咖啡,75,1,75,行動支付,M0136
ORD-12067,2026-01-23,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,LINE Pay,M0452
ORD-18926,2026-04-08,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,LINE Pay,M0168
ORD-19988,2026-04-20,公館店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-22210,2026-05-15,公館店,台北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0053
ORD-12599,2026-01-29,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,現金,M0408
ORD-20773,2026-04-29,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,M0433
ORD-14835,2026-02-22,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0167
ORD-25798,2026-06-24,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-23131,2026-05-25,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-22566,2026-05-19,公館店,台北,可頌,甜點,65,2,130,行動支付,M0329
ORD-22356,2026-05-16,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,
ORD-13165,2026-02-04,板橋車站店,新北,肉桂捲,甜點,85,2,170,LINE Pay,
ORD-23720,2026-05-31,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,2,260,信用卡,
ORD-11099,2026-01-12,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,現金,M0206
ORD-14913,2026-02-23,台中西屯店,台中,拿鐵,咖啡,110,2,220,行動支付,
ORD-10540,2026-01-06,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,M0456
ORD-17264,2026-03-21,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,信用卡,
ORD-15809,2026-03-05,台中西屯店,台中,美式咖啡,咖啡,75,1,75,行動支付,
ORD-11200,2026-01-13,台中西屯店,台中,拿鐵,咖啡,110,2,220,LINE Pay,
ORD-15744,2026-03-04,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,現金,
ORD-21609,2026-05-08,台中西屯店,台中,可頌,甜點,65,1,65,行動支付,
ORD-16020,2026-03-08,信義旗艦店,台北,卡布奇諾,咖啡,110,2,220,信用卡,
ORD-22062,2026-05-13,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,M0387
ORD-20923,2026-04-30,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,M0138
ORD-18402,2026-04-02,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,
ORD-25030,2026-06-15,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,信用卡,M0259
ORD-19039,2026-04-10,信義旗艦店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-16559,2026-03-14,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-22826,2026-05-22,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0082
ORD-25031,2026-06-15,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-18227,2026-03-31,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,M0121
ORD-20654,2026-04-27,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,
ORD-14277,2026-02-16,公館店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-17589,2026-03-25,板橋車站店,新北,冷萃咖啡,咖啡,140,1,140,行動支付,
ORD-23449,2026-05-29,信義旗艦店,臺北,拿鐵,咖啡,110,1,110,行動支付,M0052
ORD-21669,2026-05-09,公館店,臺北,抹茶拿鐵,非咖啡飲品,120,3,360,信用卡,
ORD-25483,2026-06-20,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,現金,
ORD-12710,2026-01-30,高雄夢時代店,高雄市,卡布奇諾,咖啡,110,1,110,LINE Pay,M0383
ORD-15278,2026-02-28,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,M0203
ORD-11804,2026-01-20,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,2,240,信用卡,M0472
ORD-20017,2026-04-20,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,
ORD-12388,2026-01-26,高雄夢時代店,高雄市,卡布奇諾,咖啡,110,1,110,LINE Pay,
ORD-23523,2026-05-30,信義旗艦店,台北,肉桂捲,甜點,85,2,170,信用卡,M0402
ORD-11579,2026-01-18,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,信用卡,M0422
ORD-20642,2026-04-27,板橋車站店,新北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-25442,2026-06-20,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,
ORD-16790,2026-03-16,板橋車站店,新北,拿鐵,咖啡,110,1,110,行動支付,
ORD-23311,2026-05-27,板橋車站店,新北,抹茶拿鐵,非咖啡飲品,120,1,120,現金,
ORD-21052,2026-05-02,公館店,台北,可頌,甜點,65,1,65,LINE Pay,M0341
ORD-24500,2026-06-09,台中西屯店,台中,拿鐵,咖啡,110,1,110,現金,M0354
ORD-19026,2026-04-09,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-20771,2026-04-29,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,行動支付,M0257
ORD-12983,2026-02-02,公館店,台北,美式咖啡,咖啡,75,2,150,信用卡,
ORD-22612,2026-05-19,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,行動支付,M0394
ORD-12833,2026-01-31,高雄夢時代店,高雄,可頌,甜點,65,1,65,LINE Pay,
ORD-10241,2026-01-03,台中西屯店,台中,可頌,甜點,65,2,130,行動支付,M0386
ORD-26341,2026-06-30,竹北高鐵店,新竹,肉桂捲,甜點,85,1,85,行動支付,
ORD-19091,2026-04-10,台中西屯店,台中,美式咖啡,咖啡,75,3,225,行動支付,M0403
ORD-12021,2026-01-23,公館店,台北,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,M0326
ORD-26333,2026-06-30,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-14811,2026-02-22,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,2,260,信用卡,
ORD-12811,2026-01-31,台中西屯店,台中,卡布奇諾,咖啡,110,2,220,LINE Pay,M0197
ORD-15671,2026-03-04,信義旗艦店,台北,拿鐵,咖啡,110,2,220,信用卡,M0245
ORD-20263,2026-04-23,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,
ORD-10084,2026-01-02,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,LINE Pay,
ORD-26195,2026-06-28,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,信用卡,
ORD-17443,2026-03-23,台中西屯店,台中,可頌,甜點,65,2,130,LINE Pay,
ORD-24278,2026-06-07,信義旗艦店,台北,肉桂捲,甜點,85,2,170,信用卡,M0348
ORD-25802,2026-06-24,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,
ORD-18734,2026-04-06,板橋車站店,新北,抹茶拿鐵,非咖啡飲品,120,1,120,現金,M0339
ORD-10725,2026-01-08,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,現金,M0427
ORD-22668,2026-05-20,板橋車站店,新北,美式咖啡,咖啡,75,2,150,行動支付,
ORD-24839,2026-06-13,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,3,420,信用卡,M0476
ORD-11656,2026-01-19,信義旗艦店,台北,拿鐵,咖啡,110,2,220,信用卡,
ORD-22469,2026-05-18,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,2,260,LINE Pay,
ORD-19316,2026-04-12,高雄夢時代店,高雄市,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-13874,2026-02-12,板橋車站店,新北,蜂蜜柚子茶,非咖啡飲品,95,2,190,信用卡,
ORD-15238,2026-02-27,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,M0473
ORD-10719,2026-01-08,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,M0355
ORD-14532,2026-02-19,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,
ORD-13198,2026-02-04,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,
ORD-15781,2026-03-05,公館店,台北,美式咖啡,咖啡,75,3,225,行動支付,M0145
ORD-12304,2026-01-26,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-24372,2026-06-08,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,
ORD-22444,2026-05-17,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,,M0216
ORD-18289,2026-04-01,板橋車站店,新北,拿鐵,咖啡,110,1,110,行動支付,M0400
ORD-15269,2026-02-28,公館店,台北,拿鐵,咖啡,110,2,220,行動支付,M0183
ORD-20268,2026-04-23,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,
ORD-21116,2026-05-02,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,現金,
ORD-12935,2026-02-01,高雄夢時代店,高雄,可頌,甜點,65,1,65,行動支付,M0294
ORD-14047,2026-02-14,公館店,臺北,美式咖啡,咖啡,75,1,75,信用卡,M0359
ORD-11783,2026-01-20,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,現金,
ORD-20111,2026-04-21,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,現金,M0283
ORD-22561,2026-05-19,信義旗艦店,台北,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-25932,2026-06-26,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,2,240,信用卡,M0457
ORD-24152,2026-06-06,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0182
ORD-25083,2026-06-16,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,2,260,現金,
ORD-10111,2026-01-02,公館店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-22690,2026-05-20,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-20726,2026-04-28,竹北高鐵店,新竹,肉桂捲,甜點,85,1,85,現金,
ORD-20345,2026-04-24,板橋車站店,新北,美式咖啡,咖啡,75,2,150,行動支付,M0075
ORD-16418,2026-03-12,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,
ORD-24592,2026-06-10,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,
ORD-17564,2026-03-25,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0457
ORD-24914,2026-06-14,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,
ORD-10937,2026-01-11,信義旗艦店,台北,肉桂捲,甜點,85,1,85,信用卡,M0183
ORD-21973,2026-05-12,板橋車站店,新北,冷萃咖啡,咖啡,140,1,140,信用卡,M0423
ORD-13639,2026-02-09,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,M0097
ORD-10893,2026-01-10,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-16225,2026-03-10,板橋車站店,新北,肉桂捲,甜點,85,2,170,現金,M0023
ORD-11236,2026-01-14,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,M0366
ORD-23639,2026-05-31,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,行動支付,M0048
ORD-22663,2026-05-20,公館店,台北,冷萃咖啡,咖啡,140,1,140,行動支付,
ORD-15919,2026-03-07,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,M0152
ORD-15898,2026-03-06,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-22238,2026-05-15,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-18899,2026-04-08,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,
ORD-25362,2026-06-19,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-21527,2026-05-07,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-24404,2026-06-08,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,2,260,信用卡,
ORD-15148,2026-02-26,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,信用卡,
ORD-13504,2026-02-08,公館店,台北,美式咖啡,咖啡,75,3,225,信用卡,M0316
ORD-11528,2026-01-17,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-23396,2026-05-28,竹北高鐵店,新竹,冷萃咖啡,咖啡,140,1,140,行動支付,
ORD-18027,2026-03-29,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-14584,2026-02-20,信義旗艦店,臺北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-14759,2026-02-22,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,2,190,行動支付,
ORD-13906,2026-02-12,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,行動支付,M0066
ORD-11930,2026-01-22,公館店,台北,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-25925,2026-06-25,高雄夢時代店,高雄市,美式咖啡,咖啡,75,2,150,行動支付,
ORD-15938,2026-03-07,信義旗艦店,台北,可頌,甜點,65,2,130,現金,M0258
ORD-18089,2026-03-30,公館店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-25491,2026-06-20,高雄夢時代店,高雄市,可頌,甜點,65,1,65,信用卡,M0148
ORD-14337,2026-02-17,信義旗艦店,台北,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-23559,2026-05-30,公館店,台北,拿鐵,咖啡,110,1,110,現金,
ORD-25369,2026-06-19,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,LINE Pay,M0062
ORD-25488,2026-06-20,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,M0059
ORD-16620,2026-03-14,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,1,130,現金,
ORD-20197,2026-04-22,台中西屯店,台中,肉桂捲,甜點,85,1,85,信用卡,
ORD-10056,2026-01-01,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,
ORD-14205,2026-02-15,台中西屯店,台中,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-18682,2026-04-05,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,2,280,現金,M0199
ORD-21670,2026-05-09,公館店,台北,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-12066,2026-01-23,高雄夢時代店,高雄市,拿鐵,咖啡,110,1,110,信用卡,M0258
ORD-17098,2026-03-19,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,LINE Pay,M0060
ORD-13358,2026-02-06,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,信用卡,M0013
ORD-10519,2026-01-06,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-20813,2026-04-29,竹北高鐵店,新竹,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-24658,2026-06-11,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,
ORD-21879,2026-05-11,信義旗艦店,台北,肉桂捲,甜點,85,1,85,現金,M0335
ORD-16991,2026-03-18,高雄夢時代店,高雄,可頌,甜點,65,1,65,LINE Pay,
ORD-23089,2026-05-24,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,M0436
ORD-13748,2026-02-10,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-25056,2026-06-16,信義旗艦店,臺北,抹茶拿鐵,非咖啡飲品,120,2,240,現金,
ORD-20439,2026-04-25,板橋車站店,新北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-23789,2026-06-01,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,行動支付,M0087
ORD-25612,2026-06-22,信義旗艦店,台北,冷萃咖啡,咖啡,140,3,420,現金,M0298
ORD-24881,2026-06-14,公館店,台北,拿鐵,咖啡,110,1,110,LINE Pay,M0008
ORD-16397,2026-03-12,板橋車站店,新北,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,M0063
ORD-16004,2026-03-07,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,2,240,現金,
